DATE,CODE,NAME,WEBSITE LINK, LAST 12 MONTHS Low,LAST 12 MONTHS High,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
07-06-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
07-06-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 36.40 , 38.70 , 37.10 , 37.30 , (0.20),0.54%,47600,
07-06-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 29.20 , 49.00 , 38.60 , 38.60 , 38.60 , 38.60 , - ,-,300,
07-06-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 1.20 , 1.30 , 1.23 , 1.21 , 0.02 ,1.65%,27800,
07-06-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 7.90 , 7.90 , 7.90 , 7.90 , - ,-,-,
07-06-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 3.95 , 4.00 , 3.97 , 3.99 , (0.02),0.50%,577200,
07-06-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 4.53 , 4.53 , 4.53 , 4.53 , - ,-,-,
07-06-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , - ,-,-,
07-06-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 1.30 , 1.35 , 1.33 , 1.35 , (0.02),1.48%,259400,
07-06-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 24.70 , 26.00 , 24.80 , 25.25 , (0.45),1.78%,24400,
07-06-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 6.38 , 6.38 , 6.38 , 6.08 , 0.30 ,4.93%,300,
07-06-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 7.10 , 7.20 , 7.12 , 7.12 , - ,-,32100,
07-06-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.40 , 2.06 , 2.20 , 2.11 , 2.07 , 0.04 ,1.93%,96300,
07-06-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 299.00 , 300.00 , 299.75 , 280.00 , 19.75 ,7.05%,4200,
07-06-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 2.42 , 2.50 , 2.47 , 2.50 , (0.03),1.20%,1539700,
07-06-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 6.80 , 6.82 , 6.80 , 7.00 , (0.20),2.86%,3400,
07-06-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 9.90 , 11.00 , 10.85 , 10.50 , 0.35 ,3.33%,800,
07-06-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 25.00 , 15.25 , 16.55 , 15.75 , 15.10 , 0.65 ,4.30%,31400,
07-06-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.39 , 0.43 , 0.40 , 0.42 , (0.02),4.76%,31800,
07-06-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", - ,-,-,
07-06-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 1.99 , 1.99 , 1.99 , 1.99 , - ,-,2500,
07-06-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 1.13 , 1.22 , 1.21 , 1.22 , (0.01),0.82%,600,
07-06-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 8.60 , 8.76 , 8.64 , 9.02 , (0.38),4.21%,12000,
07-06-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 68.00 , 68.00 , 68.00 , 68.00 , - ,-,-,
07-06-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 461.00 , 469.00 , 465.00 , 465.25 , (0.25),0.05%,8300,
07-06-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 10.70 , 11.30 , 11.15 , 11.30 , (0.15),1.33%,8900,
07-06-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 187.00 , 191.00 , 190.00 , 190.00 , - ,-,1395100,
07-06-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.60 , 1.28 , 1.42 , 1.29 , 1.31 , (0.02),1.53%,5400,
07-06-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 10.40 , 10.40 , 10.40 , 10.40 , - ,-,-,
07-06-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 30.00 , 30.00 , 30.00 , 30.00 , - ,-,600,
07-06-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 40.50 , 41.00 , 40.55 , 40.50 , 0.05 ,0.12%,3101100,
07-06-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 6.08 , 6.30 , 6.14 , 6.28 , (0.14),2.23%,9700,
07-06-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,835.00 "," 2,100.00 "," 1,890.00 "," 1,890.00 "," 1,890.00 "," 1,890.00 ", - ,-,-,
07-06-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 212.66 , 198.89 , 200.98 , 199.96 , 199.70 , 0.26 ,0.13%,-,
07-06-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 235.67 , 224.66 , 226.65 , 225.24 , 225.02 , 0.22 ,0.10%,-,
07-06-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,945.11 "," 1,904.15 "," 1,904.15 "," 1,904.15 "," 1,908.82 ", (4.67),0.24%,-,
07-06-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,866.74 "," 3,700.23 "," 3,700.23 "," 3,700.23 "," 3,692.00 ", 8.23 ,0.22%,-,
07-06-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 175.64 , 170.18 , 170.18 , 170.18 , 169.87 , 0.31 ,0.18%,-,
07-06-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,182.08 "," 2,071.09 "," 2,071.09 "," 2,071.09 "," 2,070.91 ", 0.18 ,0.01%,-,
07-06-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,652.65 "," 1,652.65 "," 1,652.65 "," 1,653.27 ", (0.62),0.04%,-,
08-06-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 12.00 , 13.00 , 12.20 , 13.15 , (0.95),7.22%,5000,
08-06-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 325.00 , 405.00 , 380.00 , 380.00 , 380.00 , 380.00 , - ,-,-,
08-06-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 94.50 , 82.25 , 82.25 , 82.25 , 81.00 , 1.25 ,1.54%,500,
08-06-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 300.00 , 400.00 , 340.00 , 340.00 , 340.00 , 340.00 , - ,-,-,
08-06-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 18.00 , 18.00 , 18.00 , 18.00 , - ,-,66000,
08-06-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 140.00 , 140.00 , 140.00 , 135.75 , 4.25 ,3.13%,1200,
08-06-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 28.75 , 24.20 , 24.20 , 24.20 , 24.20 , - ,-,-,
08-06-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 9.86 , 10.00 , 9.94 , 9.86 , 0.08 ,0.81%,205500,
08-06-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 27.00 , 26.00 , 26.00 , 26.00 , 26.25 , (0.25),0.95%,5200,
08-06-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 12.20 , 12.45 , 12.30 , 12.15 , 0.15 ,1.23%,932200,
08-06-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 58.00 , 60.00 , 59.00 , 60.00 , (1.00),1.67%,234400,
08-06-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 43.50 , 44.25 , 43.95 , 43.00 , 0.95 ,2.21%,3027700,
08-06-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 3.66 , 4.00 , 3.78 , 3.80 , (0.02),0.53%,4600,
08-06-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 21.50 , 22.00 , 21.50 , 22.00 , (0.50),2.27%,67100,
08-06-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 42.25 , 43.00 , 42.50 , 42.25 , 0.25 ,0.59%,866000,
08-06-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , - ,-,-,
08-06-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 26.00 , 26.70 , 26.00 , 26.10 , (0.10),0.38%,445900,
08-06-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 82.00 , 82.00 , 82.00 , 80.00 , 2.00 ,2.50%,600,
08-06-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 129.50 , 130.00 , 130.00 , 130.00 , - ,-,88000,
08-06-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , - ,-,-,
08-06-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 0.94 , 1.02 , 0.96 , 0.97 , (0.01),1.03%,900,
08-06-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 4.40 , 4.40 , 4.40 , 4.40 , - ,-,-,
08-06-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 3.83 , 3.83 , 3.83 , 3.83 , - ,-,-,
08-06-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.20 , 4.20 , 4.20 , 4.17 , 0.03 ,0.72%,300,
08-06-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 5.50 , 6.36 , 5.98 , 5.80 , 0.18 ,3.10%,132700,
08-06-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 22.40 , 22.85 , 22.75 , 22.35 , 0.40 ,1.79%,156500,
08-06-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.62 , 3.50 , 3.50 , 3.50 , 3.46 , 0.04 ,1.16%,100,
08-06-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.50 , 15.00 , 15.00 , 15.00 , 16.25 , (1.25),7.69%,300,
08-06-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 12.55 , 18.00 , 15.00 , 15.00 , 15.00 , 15.00 , - ,-,2100,
08-06-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 0.23 , 0.26 , 0.25 , 0.25 , - ,-,10500,
08-06-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 21.50 , 5.20 , 5.40 , 5.22 , 5.40 , (0.18),3.33%,11800,
08-06-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
08-06-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 36.00 , 37.50 , 37.20 , 37.10 , 0.10 ,0.27%,2300,
08-06-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 26.30 , 49.00 , 38.50 , 38.50 , 38.50 , 38.60 , (0.10),0.26%,800,
08-06-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 1.25 , 1.33 , 1.29 , 1.23 , 0.06 ,4.88%,200,
08-06-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 7.32 , 7.32 , 7.32 , 7.90 , (0.58),7.34%,100,
08-06-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 3.95 , 3.98 , 3.97 , 3.97 , - ,-,184800,
08-06-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 4.53 , 4.53 , 4.53 , 4.53 , - ,-,-,
08-06-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , - ,-,-,
08-06-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 1.32 , 1.35 , 1.33 , 1.33 , - ,-,165300,
08-06-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 24.70 , 25.00 , 24.75 , 24.80 , (0.05),0.20%,48700,
08-06-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 6.00 , 6.08 , 6.04 , 6.38 , (0.34),5.33%,400,
08-06-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 7.10 , 7.30 , 7.20 , 7.12 , 0.08 ,1.12%,58700,
08-06-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 2.20 , 2.20 , 2.20 , 2.11 , 0.09 ,4.27%,9600,
08-06-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 300.00 , 304.00 , 300.25 , 299.75 , 0.50 ,0.17%,18400,
08-06-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 2.40 , 2.60 , 2.47 , 2.47 , - ,-,873400,
08-06-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 7.30 , 7.30 , 7.30 , 6.80 , 0.50 ,7.35%,100,
08-06-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 9.90 , 9.90 , 9.90 , 10.85 , (0.95),8.76%,16400,
08-06-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 25.00 , 15.50 , 16.55 , 16.00 , 15.75 , 0.25 ,1.59%,56700,
08-06-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.38 , 0.43 , 0.41 , 0.40 , 0.01 ,2.50%,11900,
08-06-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", - ,-,-,
08-06-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 1.99 , 1.99 , 1.99 , 1.99 , - ,-,-,
08-06-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 1.22 , 1.22 , 1.22 , 1.21 , 0.01 ,0.83%,100,
08-06-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 8.00 , 8.60 , 8.26 , 8.64 , (0.38),4.40%,166200,
08-06-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 68.00 , 68.00 , 68.00 , 68.00 , - ,-,-,
08-06-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 465.00 , 465.00 , 465.00 , 465.00 , - ,-,2800,
08-06-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 11.15 , 11.15 , 11.15 , 11.15 , - ,-,-,
08-06-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 190.00 , 191.00 , 190.00 , 190.00 , - ,-,161700,
08-06-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.60 , 1.25 , 1.28 , 1.26 , 1.29 , (0.03),2.33%,3400,
08-06-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 10.40 , 10.40 , 10.40 , 10.40 , - ,-,-,
08-06-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 30.00 , 30.00 , 30.00 , 30.00 , - ,-,-,
08-06-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 40.60 , 41.20 , 40.95 , 40.55 , 0.40 ,0.99%,1140500,
08-06-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 6.24 , 6.24 , 6.24 , 6.14 , 0.10 ,1.63%,3800,
08-06-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,835.00 "," 2,100.00 "," 1,890.00 "," 1,890.00 "," 1,890.00 "," 1,890.00 ", - ,-,-,
08-06-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 213.26 , 199.96 , 202.80 , 201.69 , 199.96 , 1.73 ,0.87%,-,
08-06-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 235.67 , 225.24 , 228.41 , 227.11 , 225.24 , 1.87 ,0.83%,-,
08-06-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,951.41 "," 1,907.05 "," 1,907.05 "," 1,907.05 "," 1,904.15 ", 2.90 ,0.15%,-,
08-06-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,866.74 "," 3,730.55 "," 3,730.55 "," 3,730.55 "," 3,700.23 ", 30.32 ,0.82%,-,
08-06-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 175.64 , 171.54 , 171.54 , 171.54 , 170.18 , 1.36 ,0.80%,-,
08-06-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,182.08 "," 2,089.76 "," 2,089.76 "," 2,089.76 "," 2,071.09 ", 18.67 ,0.90%,-,
08-06-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,667.55 "," 1,667.55 "," 1,667.55 "," 1,652.65 ", 14.90 ,0.90%,-,
09-06-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 11.50 , 11.50 , 11.50 , 12.20 , (0.70),5.74%,4000,
09-06-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 325.00 , 405.00 , 380.00 , 380.00 , 380.00 , 380.00 , - ,-,-,
09-06-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 94.50 , 81.00 , 82.25 , 82.25 , 82.25 , - ,-,1300,
09-06-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 300.00 , 400.00 , 340.00 , 340.00 , 340.00 , 340.00 , - ,-,-,
09-06-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 16.75 , 17.00 , 16.90 , 18.00 , (1.10),6.11%,900,
09-06-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 144.00 , 149.00 , 147.00 , 140.00 , 7.00 ,5.00%,800,
09-06-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 28.75 , 24.20 , 24.20 , 24.20 , 24.20 , - ,-,-,
09-06-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 9.86 , 10.20 , 10.00 , 9.94 , 0.06 ,0.60%,189200,
09-06-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 27.00 , 26.00 , 26.00 , 26.00 , 26.00 , - ,-,-,
09-06-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 12.20 , 12.40 , 12.25 , 12.30 , (0.05),0.41%,188900,
09-06-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 59.00 , 60.00 , 59.25 , 59.00 , 0.25 ,0.42%,49700,
09-06-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 43.85 , 44.40 , 44.00 , 43.95 , 0.05 ,0.11%,2660700,
09-06-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 3.71 , 3.78 , 3.72 , 3.78 , (0.06),1.59%,7700,
09-06-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 21.50 , 21.80 , 21.75 , 21.50 , 0.25 ,1.16%,6500,
09-06-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 42.60 , 43.50 , 42.95 , 42.50 , 0.45 ,1.06%,473200,
09-06-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , - ,-,-,
09-06-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 26.05 , 26.50 , 26.25 , 26.00 , 0.25 ,0.96%,10000,
09-06-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 82.00 , 82.00 , 82.00 , 82.00 , - ,-,200,
09-06-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 129.75 , 130.00 , 130.00 , 130.00 , - ,-,97100,
09-06-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , - ,-,-,
09-06-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 0.95 , 1.04 , 1.02 , 0.96 , 0.06 ,6.25%,2800,
09-06-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 4.00 , 4.05 , 4.05 , 4.40 , (0.35),7.95%,9700,
09-06-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 3.83 , 3.83 , 3.83 , 3.83 , - ,-,-,
09-06-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 3.90 , 4.20 , 4.12 , 4.20 , (0.08),1.90%,1200,
09-06-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 5.98 , 6.54 , 6.32 , 5.98 , 0.34 ,5.69%,125700,
09-06-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 22.65 , 22.90 , 22.75 , 22.75 , - ,-,254200,
09-06-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.62 , 3.50 , 3.50 , 3.50 , 3.50 , - ,-,400,
09-06-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.50 , 15.00 , 15.00 , 15.00 , 15.00 , - ,-,-,
09-06-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 12.55 , 18.00 , 15.00 , 15.00 , 15.00 , 15.00 , - ,-,36800,
09-06-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 0.23 , 0.25 , 0.24 , 0.25 , (0.01),4.00%,159100,
09-06-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 21.50 , 5.10 , 5.60 , 5.46 , 5.22 , 0.24 ,4.60%,39000,
09-06-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
09-06-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 35.50 , 36.10 , 35.60 , 37.20 , (1.60),4.30%,28100,
