DATE,CODE,NAME,WEBSITE LINK, LAST 12 MONTHS Low,LAST 12 MONTHS High,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
26-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 360.00 , 475.00 , 360.00 , 360.00 , 360.00 , 360.00 , - ,-,-,
26-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 14.80 , 20.00 , 17.00 , 17.05 , 17.05 , 17.00 , 0.05 ,0.29%,16500,
26-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 112.00 , 150.00 , 137.00 , 137.00 , 137.00 , 130.00 , 7.00 ,5.38%,400,
26-01-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 26.00 , 24.00 , 24.00 , 24.00 , 24.00 , - ,-,-,
26-01-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 11.90 , 9.22 , 9.38 , 9.34 , 9.36 , (0.02),0.21%,42100,
26-01-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 27.00 , 18.50 , 18.50 , 18.50 , 18.50 , - ,-,700,
26-01-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 12.60 , 12.80 , 12.70 , 12.65 , 0.05 ,0.40%,59400,
26-01-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 58.50 , 85.50 , 75.00 , 75.00 , 75.00 , 73.00 , 2.00 ,2.74%,300,
26-01-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 43.00 , 36.50 , 37.00 , 36.75 , 36.85 , (0.10),0.27%,1477700,
26-01-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 3.65 , 3.84 , 3.69 , 3.76 , (0.07),1.86%,15300,
26-01-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 42.00 , 55.00 , 46.00 , 46.50 , 46.50 , 46.45 , 0.05 ,0.11%,569800,
26-01-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 42.50 , 35.90 , 36.00 , 35.95 , 35.95 , - ,-,116900,
26-01-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , - ,-,-,
26-01-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 31.82 , 25.20 , 25.40 , 25.30 , 25.35 , (0.05),0.20%,19200,
26-01-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 101.50 , 79.75 , 79.75 , 79.75 , 77.75 , 2.00 ,2.57%,300,
26-01-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 132.00 , 190.00 , 138.75 , 140.00 , 139.75 , 139.00 , 0.75 ,0.54%,7200,
26-01-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , - ,-,-,
26-01-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.75 , 1.50 , 1.04 , 1.07 , 1.07 , 1.04 , 0.03 ,2.88%,4700,
26-01-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 3.75 , 3.75 , 3.75 , 3.75 , - ,-,-,
26-01-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 0.80 , 3.96 , 3.83 , 3.83 , 3.83 , 3.83 , - ,-,-,
26-01-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 4.05 , 5.30 , 4.35 , 4.35 , 4.35 , 4.35 , - ,-,-,
26-01-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.49 , 6.00 , 5.10 , 5.14 , 5.14 , 4.87 , 0.27 ,5.54%,9500,
26-01-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 15.00 , 15.70 , 15.05 , 15.05 , - ,-,51600,
26-01-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 1.91 , 4.62 , 3.16 , 3.17 , 3.17 , 3.16 , 0.01 ,0.32%,7400,
26-01-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 18.00 , 26.50 , 20.45 , 21.00 , 20.55 , 21.00 , (0.45),2.14%,500,
26-01-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 11.70 , 18.00 , 14.50 , 15.50 , 14.85 , 15.60 , (0.75),4.81%,1800,
26-01-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 0.28 , 0.28 , 0.28 , 0.28 , - ,-,7500,
26-01-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 25.00 , 6.20 , 6.40 , 6.30 , 6.22 , 0.08 ,1.29%,3500,
26-01-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
26-01-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 48.00 , 46.00 , 46.20 , 46.00 , 46.35 , (0.35),0.76%,36100,
26-01-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 36.00 , 53.00 , 40.00 , 40.00 , 40.00 , 40.00 , - ,-,2300,
26-01-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.24 , 2.43 , 1.30 , 1.40 , 1.34 , 1.38 , (0.04),2.90%,60800,
26-01-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.80 , 16.00 , 11.25 , 11.25 , 11.25 , 11.25 , - ,-,-,
26-01-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 4.20 , 6.28 , 4.75 , 4.90 , 4.85 , 4.68 , 0.17 ,3.63%,328400,
26-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , - ,-,-,
26-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , - ,-,-,
26-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.50 , 1.60 , 1.70 , 1.61 , 1.66 , (0.05),3.01%,249800,
26-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 27.50 , 25.50 , 26.00 , 25.60 , 25.00 , 0.60 ,2.40%,1800,
26-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.60 , 8.60 , 7.40 , 7.40 , 7.40 , 7.40 , - ,-,-,
26-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 10.65 , 7.10 , 7.52 , 7.40 , 7.50 , (0.10),1.33%,54500,
26-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 2.65 , 2.07 , 2.20 , 2.11 , 2.14 , (0.03),1.40%,97300,
26-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 299.75 , 280.00 , 280.00 , 280.00 , 280.00 , - ,-,3500,
26-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 2.47 , 2.50 , 2.50 , 2.49 , 0.01 ,0.40%,253600,
26-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.80 , 10.50 , 7.40 , 7.50 , 7.44 , 7.48 , (0.04),0.53%,8500,
26-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.50 , 16.50 , 13.50 , 13.50 , 13.50 , 13.80 , (0.30),2.17%,200,
26-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 15.15 , 27.80 , 16.00 , 16.35 , 16.05 , 15.70 , 0.35 ,2.23%,22300,
26-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.53 , 0.40 , 0.41 , 0.41 , 0.39 , 0.02 ,5.13%,3100,
26-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", - ,-,-,
26-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.81 , 2.60 , 2.39 , 2.39 , 2.39 , 2.39 , - ,-,-,
26-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 1.44 , 1.44 , 1.44 , 1.34 , 0.10 ,7.46%,600,
26-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.98 , 8.40 , 8.40 , 8.40 , 8.46 , (0.06),0.71%,3500,
26-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 53.00 , 71.00 , 58.00 , 58.00 , 58.00 , 58.00 , - ,-,-,
26-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 400.25 , 405.00 , 400.25 , 400.00 , 0.25 ,0.06%,14100,
26-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 11.40 , 11.80 , 11.50 , 11.45 , 0.05 ,0.44%,26800,
26-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 185.00 , 148.00 , 150.00 , 148.25 , 149.00 , (0.75),0.50%,99000,
26-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 0.76 , 2.01 , 1.37 , 1.37 , 1.37 , 1.35 , 0.02 ,1.48%,2000,
26-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 10.40 , 10.40 , 10.40 , 10.40 , - ,-,-,
26-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 27.00 , 33.00 , 32.00 , 32.00 , 32.00 , 32.00 , - ,-,-,
26-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 40.20 , 36.15 , 37.00 , 36.55 , 36.45 , 0.10 ,0.27%,2089800,
26-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 8.98 , 6.10 , 6.22 , 6.18 , 6.22 , (0.04),0.64%,12500,
26-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,710.00 "," 2,100.00 "," 1,975.00 "," 1,975.00 "," 1,975.00 "," 1,975.00 ", - ,-,-,
26-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 195.36 , 176.90 , 177.99 , 177.33 , 177.22 , 0.11 ,0.06%,-,
26-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 221.63 , 201.28 , 203.61 , 202.26 , 201.90 , 0.36 ,0.18%,-,
26-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 2,060.11 "," 1,888.71 "," 1,888.71 "," 1,888.71 "," 1,882.20 ", 6.51 ,0.35%,-,
26-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,736.79 "," 3,461.61 "," 3,461.61 "," 3,461.61 "," 3,455.98 ", 5.63 ,0.16%,-,
26-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 169.11 , 157.45 , 157.45 , 157.45 , 157.07 , 0.38 ,0.24%,-,
26-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 1,980.09 "," 1,780.63 "," 1,780.63 "," 1,780.63 "," 1,778.64 ", 1.99 ,0.11%,-,
26-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,559.58 "," 1,392.48 "," 1,392.48 "," 1,392.48 "," 1,390.93 ", 1.55 ,0.11%,-,
27-01-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 8.20 , 14.50 , 13.85 , 13.85 , 13.85 , 13.85 , - ,-,-,
27-01-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 300.00 , 397.00 , 365.00 , 365.00 , 365.00 , 365.00 , - ,-,-,
27-01-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 64.00 , 90.00 , 79.00 , 79.00 , 79.00 , 79.00 , - ,-,-,
27-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 360.00 , 475.00 , 360.00 , 360.00 , 360.00 , 360.00 , - ,-,-,
27-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 14.80 , 20.00 , 16.50 , 17.00 , 17.00 , 17.05 , (0.05),0.29%,252900,
27-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 100.00 , 150.00 , 137.00 , 137.00 , 137.00 , 137.00 , - ,-,-,
27-01-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 26.00 , 24.00 , 24.00 , 24.00 , 24.00 , - ,-,200,
27-01-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 11.90 , 9.02 , 9.40 , 9.10 , 9.34 , (0.24),2.57%,342500,
27-01-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 22.50 , 18.50 , 18.50 , 18.50 , 18.50 , - ,-,-,
27-01-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 12.50 , 12.90 , 12.65 , 12.70 , (0.05),0.39%,63900,
27-01-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 58.50 , 90.00 , 75.00 , 76.00 , 75.00 , 75.00 , - ,-,385300,
27-01-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 43.00 , 36.50 , 36.75 , 36.75 , 36.75 , - ,-,5831400,
27-01-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 3.74 , 3.80 , 3.75 , 3.69 , 0.06 ,1.63%,20800,
27-01-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 42.00 , 55.00 , 46.50 , 46.50 , 46.50 , 46.50 , - ,-,20900,
27-01-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 42.50 , 35.85 , 36.00 , 35.90 , 35.95 , (0.05),0.14%,276700,
27-01-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , 4.12 , - ,-,-,
27-01-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 31.82 , 24.50 , 25.40 , 24.75 , 25.30 , (0.55),2.17%,9900,
27-01-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 104.00 , 79.75 , 79.75 , 79.75 , 79.75 , - ,-,-,
27-01-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 132.00 , 201.00 , 138.75 , 140.00 , 139.00 , 139.75 , (0.75),0.54%,6900,
27-01-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , - ,-,-,
27-01-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.75 , 1.50 , 1.04 , 1.17 , 1.05 , 1.07 , (0.02),1.87%,1400,
27-01-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 3.75 , 3.75 , 3.75 , 3.75 , - ,-,-,
27-01-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 0.80 , 3.96 , 3.83 , 3.83 , 3.83 , 3.83 , - ,-,-,
27-01-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 4.05 , 5.30 , 4.35 , 4.40 , 4.36 , 4.35 , 0.01 ,0.23%,4300,
27-01-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.49 , 6.00 , 4.72 , 5.34 , 5.28 , 5.14 , 0.14 ,2.72%,38500,
27-01-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 27.00 , 15.00 , 16.00 , 15.15 , 15.05 , 0.10 ,0.66%,29200,
27-01-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 1.91 , 4.62 , 3.17 , 3.17 , 3.17 , 3.17 , - ,-,-,
27-01-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 18.00 , 26.50 , 20.55 , 20.55 , 20.55 , 20.55 , - ,-,-,
27-01-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 11.70 , 18.00 , 15.60 , 15.60 , 15.60 , 14.85 , 0.75 ,5.05%,300,
27-01-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.22 , 0.40 , 0.27 , 0.28 , 0.28 , 0.28 , - ,-,40200,
27-01-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 25.00 , 6.20 , 6.40 , 6.28 , 6.30 , (0.02),0.32%,66800,
27-01-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , - ,-,-,
27-01-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 53.00 , 45.00 , 46.00 , 45.85 , 46.00 , (0.15),0.33%,13600,
27-01-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 36.00 , 58.00 , 40.00 , 40.00 , 40.00 , 40.00 , - ,-,-,
27-01-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.26 , 2.43 , 1.31 , 1.31 , 1.31 , 1.34 , (0.03),2.24%,700,
27-01-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.80 , 16.00 , 11.25 , 11.25 , 11.25 , 11.25 , - ,-,-,
27-01-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 4.40 , 6.28 , 4.85 , 4.95 , 4.93 , 4.85 , 0.08 ,1.65%,195100,
27-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , - ,-,-,
27-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , - ,-,-,
27-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.50 , 1.52 , 1.70 , 1.59 , 1.61 , (0.02),1.24%,755500,
27-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 27.50 , 23.75 , 25.50 , 24.10 , 25.60 , (1.50),5.86%,1500,
27-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 6.18 , 8.60 , 7.00 , 7.48 , 7.12 , 7.40 , (0.28),3.78%,1300,
27-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 10.65 , 7.10 , 7.50 , 7.42 , 7.40 , 0.02 ,0.27%,58800,
27-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 2.65 , 2.14 , 2.15 , 2.14 , 2.11 , 0.03 ,1.42%,4300,
27-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 296.00 , 275.75 , 280.00 , 278.50 , 280.00 , (1.50),0.54%,1500,
27-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 3.00 , 2.45 , 2.50 , 2.49 , 2.50 , (0.01),0.40%,432800,
27-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.80 , 10.50 , 7.44 , 7.44 , 7.44 , 7.44 , - ,-,-,
27-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.50 , 16.50 , 13.50 , 13.50 , 13.50 , 13.50 , - ,-,700,
27-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 15.15 , 27.80 , 16.35 , 17.55 , 17.00 , 16.05 , 0.95 ,5.92%,23500,
27-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.30 , 0.53 , 0.37 , 0.40 , 0.38 , 0.41 , (0.03),7.32%,217900,
27-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", - ,-,-,
27-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.81 , 2.60 , 2.30 , 2.40 , 2.40 , 2.39 , 0.01 ,0.42%,3400,
27-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.08 , 2.68 , 1.42 , 1.44 , 1.43 , 1.44 , (0.01),0.69%,20000,
27-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.98 , 8.40 , 8.40 , 8.40 , 8.40 , - ,-,1200,
27-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 53.00 , 72.00 , 58.00 , 58.00 , 58.00 , 58.00 , - ,-,-,
27-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 405.00 , 405.00 , 405.00 , 400.25 , 4.75 ,1.19%,2500,
27-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 11.30 , 12.00 , 11.55 , 11.50 , 0.05 ,0.43%,2700,
27-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 143.25 , 185.00 , 148.00 , 149.75 , 148.50 , 148.25 , 0.25 ,0.17%,30500,
27-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 0.76 , 2.01 , 1.35 , 1.36 , 1.35 , 1.37 , (0.02),1.46%,2800,
27-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 10.40 , 10.40 , 10.40 , 10.40 , - ,-,-,
27-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 32.00 , 32.00 , 32.00 , 32.00 , - ,-,-,
27-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 39.95 , 36.20 , 36.50 , 36.40 , 36.55 , (0.15),0.41%,14316900,
27-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 9.16 , 6.00 , 6.30 , 6.18 , 6.18 , - ,-,27100,
27-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,615.00 "," 2,100.00 "," 1,975.00 "," 1,975.00 "," 1,975.00 "," 1,975.00 ", - ,-,-,
27-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 195.36 , 176.19 , 177.84 , 176.96 , 177.33 , (0.37),0.21%,-,
27-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 221.63 , 200.89 , 202.31 , 201.76 , 202.26 , (0.50),0.25%,-,
27-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 2,060.11 "," 1,889.74 "," 1,889.74 "," 1,889.74 "," 1,888.71 ", 1.03 ,0.05%,-,
27-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,736.79 "," 3,450.04 "," 3,450.04 "," 3,450.04 "," 3,461.61 ", (11.57),0.33%,-,
27-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 169.11 , 156.95 , 156.95 , 156.95 , 157.45 , (0.50),0.32%,-,
27-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 1,980.09 "," 1,777.75 "," 1,777.75 "," 1,777.75 "," 1,780.63 ", (2.88),0.16%,-,
27-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,552.69 "," 1,389.35 "," 1,389.35 "," 1,389.35 "," 1,392.48 ", (3.13),0.22%,-,
28-01-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 8.20 , 14.50 , 13.85 , 13.85 , 13.85 , 13.85 , - ,-,-,
28-01-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 300.00 , 397.00 , 365.00 , 365.00 , 365.00 , 365.00 , - ,-,-,
28-01-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 64.00 , 90.00 , 78.00 , 78.00 , 78.00 , 79.00 , (1.00),1.27%,10000,
28-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 360.00 , 475.00 , 360.00 , 360.00 , 360.00 , 360.00 , - ,-,-,
28-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 14.80 , 20.00 , 17.85 , 17.85 , 17.85 , 17.00 , 0.85 ,5.00%,100,
28-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 95.00 , 150.00 , 137.00 , 137.00 , 137.00 , 137.00 , - ,-,-,
