DATE,CODE,NAME,WEBSITE LINK,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
13-08-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,358.75,358.75,358.75,358.75,0,0.00%,-,
13-08-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.4,2.6,2.5,2.5,0,0.00%,10465100,
13-08-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,8.38,9.2,8.4,8.4,0,0.00%,27500,
13-08-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,11.5,11.55,11.55,11.15,0.4,3.59%,300,
13-08-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,15.2,15.75,15.45,15.55,-0.1,-0.64%,61700,
13-08-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.36,0.4,0.36,0.38,-0.02,-5.26%,102600,
13-08-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
13-08-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,1.98,1.98,1.98,2,-0.02,-1.00%,100,
13-08-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.35,1.35,1.35,1.36,-0.01,-0.74%,100,
13-08-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.3,8.5,8.46,8.24,0.22,2.67%,33000,
13-08-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,67.75,67.75,67.75,67.75,0,0.00%,200,
13-08-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,453,453,453,452,1,0.22%,10000,
13-08-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,12.45,12.45,12.45,12,0.45,3.75%,100,
13-08-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,178,179,179,179,0,0.00%,100500,
13-08-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.31,1.33,1.32,1.35,-0.03,-2.22%,400,
13-08-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
13-08-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,29.05,29.05,29.05,31,-1.95,-6.29%,500,
13-08-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,42.85,43.25,43,43,0,0.00%,509200,
13-08-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.6,7,6.9,7,-0.1,-1.43%,400,
13-08-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1890,1890,1890,1890,0,0.00%,-,
13-08-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,214.7,216.91,215.74,214.7,1.04,0.48%,-,
13-08-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,239.91,241.97,240.61,239.91,0.7,0.29%,-,
13-08-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1961.07,1961.07,1961.07,1952.28,8.79,0.45%,-,
13-08-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3950.14,3950.14,3950.14,3933.23,16.91,0.43%,-,
13-08-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,181.18,181.18,181.18,180.67,0.51,0.28%,-,
13-08-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,2233.26,2233.26,2233.26,2219.95,13.31,0.60%,-,
13-08-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1759.23,1759.23,1759.23,1750.34,8.89,0.51%,-,
16-08-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,11.3,11.3,11.3,11.3,0,0.00%,-,
16-08-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,415,415,415,415,0,0.00%,100,
16-08-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,82,85,82.25,85,-2.75,-3.24%,1000,
16-08-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,300,300,300,300,0,0.00%,-,
16-08-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,19,19.95,19.7,19.3,0.4,2.07%,2400,
16-08-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,131,131,131,130.75,0.25,0.19%,100,
16-08-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,34.5,34.5,34.5,31.5,3,9.52%,100,
16-08-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,9.7,10,9.8,9.78,0.02,0.20%,84300,
16-08-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,38.25,38.7,38.55,38.25,0.3,0.78%,300,
16-08-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,13.7,13.9,13.8,13.8,0,0.00%,165100,
16-08-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,64,66,64.25,64.5,-0.25,-0.39%,78200,
16-08-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,51,51.75,51,51,0,0.00%,181900,
16-08-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,4,4,4,3.72,0.28,7.53%,200,
16-08-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,22.9,23,22.95,22.75,0.2,0.88%,132300,
16-08-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,47.2,48.6,48.1,47.15,0.95,2.01%,1088700,
16-08-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
16-08-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25.05,25.5,25.3,25.4,-0.1,-0.39%,79900,
16-08-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,86,86,86,86,0,0.00%,-,
16-08-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,130.5,137,131,130.75,0.25,0.19%,43300,
16-08-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
16-08-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,0.9,0.96,0.95,1,-0.05,-5.00%,1000,
16-08-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,4.14,4.14,4.14,4.2,-0.06,-1.43%,100,
16-08-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
16-08-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,3.99,4,4,4,0,0.00%,21700,
16-08-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,5.34,5.7,5.5,5.92,-0.42,-7.09%,22200,
16-08-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,25,25,25,25,0,0.00%,231000,
16-08-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.17,3.17,3.17,3.17,0,0.00%,-,
16-08-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,20,20,20,20,0,0.00%,-,
16-08-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,14.2,14.95,14.9,14,0.9,6.43%,16000,
16-08-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.23,0.26,0.23,0.25,-0.02,-8.00%,102600,
16-08-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,4.31,4.4,4.35,4.36,-0.01,-0.23%,14300,
16-08-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
16-08-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,38.15,38.25,38.15,38.15,0,0.00%,5900,
16-08-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,25.5,25.9,25.6,25.55,0.05,0.20%,2100,
16-08-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.4,1.46,1.45,1.44,0.01,0.69%,11200,
16-08-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8.66,8.66,8.66,8.66,0,0.00%,-,
16-08-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.05,4.2,4.17,4.05,0.12,2.96%,116300,
16-08-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,4.53,4.53,4.53,4.53,0,0.00%,-,
16-08-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
16-08-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.36,1.42,1.4,1.36,0.04,2.94%,356500,
16-08-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24.5,25,24.95,24.5,0.45,1.84%,2300,
16-08-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.3,7,6.86,7,-0.14,-2.00%,500,
16-08-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,8,8.5,8.22,8.3,-0.08,-0.96%,14700,
16-08-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,3.15,3.18,3.16,3.15,0.01,0.32%,256100,
16-08-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,358.75,358.75,358.75,358.75,0,0.00%,-,
16-08-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.46,2.6,2.51,2.5,0.01,0.40%,475400,
16-08-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,9.24,9.24,9.24,8.4,0.84,10.00%,500,
16-08-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,11.5,11.5,11.5,11.55,-0.05,-0.43%,100,
16-08-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,15.45,15.75,15.55,15.45,0.1,0.65%,19100,
16-08-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.36,0.39,0.37,0.36,0.01,2.78%,111900,
16-08-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
16-08-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2,2,2,1.98,0.02,1.01%,100,
16-08-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.3,1.36,1.31,1.35,-0.04,-2.96%,1000,
16-08-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.5,9,8.82,8.46,0.36,4.26%,3400,
16-08-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,67.75,67.75,67.75,67.75,0,0.00%,300,
16-08-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,450,480,456,453,3,0.66%,1800,
16-08-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,12.4,12.45,12.45,12.45,0,0.00%,1400,
16-08-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,177,179,177,179,-2,-1.12%,801700,
16-08-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.31,1.35,1.32,1.32,0,0.00%,2100,
16-08-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
16-08-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,29.05,29.05,29.05,29.05,0,0.00%,-,
16-08-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,43,44.25,43.6,43,0.6,1.40%,5818000,
16-08-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.9,7,6.96,6.9,0.06,0.87%,1400,
16-08-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1890,1890,1890,1890,0,0.00%,-,
16-08-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,215.74,219.67,217.41,215.74,1.67,0.77%,-,
16-08-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,240.61,245.54,242.9,240.61,2.29,0.95%,-,
16-08-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1973.23,1973.23,1973.23,1961.07,12.16,0.62%,-,
16-08-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3975.42,3975.42,3975.42,3950.14,25.28,0.64%,-,
16-08-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,182.96,182.96,182.96,181.18,1.78,0.98%,-,
16-08-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,2245,2245,2245,2233.26,11.74,0.53%,-,
16-08-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1766.86,1766.86,1766.86,1759.23,7.63,0.43%,-,
17-08-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,12.4,12.4,12.4,11.3,1.1,9.73%,100,
17-08-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,415,415,415,415,0,0.00%,100,
17-08-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,82,82,82,82.25,-0.25,-0.30%,500,
17-08-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,300,300,300,300,0,0.00%,-,
17-08-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,19,19.95,19.9,19.7,0.2,1.02%,1700,
17-08-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,135,135,135,131,4,3.05%,400,
17-08-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,34.5,34.5,34.5,34.5,0,0.00%,-,
17-08-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,9.8,10.3,10,9.8,0.2,2.04%,647000,
17-08-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,38.55,38.55,38.55,38.55,0,0.00%,-,
17-08-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,13.5,13.8,13.7,13.8,-0.1,-0.72%,1002000,
17-08-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,63.75,65,64,64.25,-0.25,-0.39%,506600,
17-08-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,52,53.5,53,51,2,3.92%,958800,
17-08-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.86,4,3.9,4,-0.1,-2.50%,7500,
17-08-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,22.6,23,22.8,22.95,-0.15,-0.65%,495700,
17-08-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,48.6,50.75,49.9,48.1,1.8,3.74%,1081700,
17-08-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
17-08-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25.4,26,25.4,25.3,0.1,0.40%,394000,
17-08-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,90,94.5,94,86,8,9.30%,800,
17-08-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,130,137,131,131,0,0.00%,141400,
17-08-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
17-08-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,0.9,0.99,0.93,0.95,-0.02,-2.11%,6200,
17-08-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,4.14,4.14,4.14,4.14,0,0.00%,-,
17-08-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
17-08-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,3.99,4,4,4,0,0.00%,6400,
17-08-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.95,5.7,5.24,5.5,-0.26,-4.73%,160300,
17-08-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,25,26,25.1,25,0.1,0.40%,10100,
17-08-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.15,3.3,3.29,3.17,0.12,3.79%,2000,
17-08-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,18,18,18,20,-2,-10.00%,400,
17-08-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,14.9,14.9,14.9,14.9,0,0.00%,-,
17-08-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.23,0.24,0.23,0.23,0,0.00%,500,
17-08-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,4.33,4.4,4.37,4.35,0.02,0.46%,71700,
17-08-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
17-08-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,38.15,39,38.4,38.15,0.25,0.66%,10900,
17-08-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,25.2,25.6,25.35,25.6,-0.25,-0.98%,31400,
17-08-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.4,1.45,1.42,1.45,-0.03,-2.07%,2900,
17-08-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8.6,9,8.66,8.66,0,0.00%,2400,
17-08-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.16,4.3,4.19,4.17,0.02,0.48%,343600,
17-08-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,4.53,4.53,4.53,4.53,0,0.00%,-,
17-08-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
17-08-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.37,1.4,1.39,1.4,-0.01,-0.71%,84300,
17-08-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24.5,24.5,24.5,24.95,-0.45,-1.80%,100,
17-08-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.5,6.96,6.56,6.86,-0.3,-4.37%,700,
17-08-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,8,8.3,8.04,8.22,-0.18,-2.19%,26600,
17-08-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,3.1,3.15,3.1,3.16,-0.06,-1.90%,7900,
17-08-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,358.75,360,359.75,358.75,1,0.28%,6800,
17-08-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.46,2.5,2.48,2.51,-0.03,-1.20%,262800,
17-08-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,9.24,9.24,9.24,9.24,0,0.00%,100,
17-08-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,10.4,11.5,11.1,11.5,-0.4,-3.48%,9900,
17-08-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,15.4,15.6,15.5,15.55,-0.05,-0.32%,38000,
17-08-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.37,0.4,0.38,0.37,0.01,2.70%,35100,
17-08-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
17-08-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,1.98,2,2,2,0,0.00%,4800,
17-08-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.3,1.34,1.33,1.31,0.02,1.53%,4900,
17-08-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.52,9.28,9.1,8.82,0.28,3.17%,7800,
17-08-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,67.75,67.75,67.75,67.75,0,0.00%,-,
17-08-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,456,460,457,456,1,0.22%,400,
17-08-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,12.4,12.45,12.45,12.45,0,0.00%,800,
17-08-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,179,181,180,177,3,1.69%,5066600,
17-08-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.35,1.35,1.35,1.32,0.03,2.27%,15500,
17-08-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
17-08-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,29.05,29.05,29.05,29.05,0,0.00%,-,
17-08-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,43.6,45.25,44.9,43.6,1.3,2.98%,11965700,
17-08-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.96,7,6.98,6.96,0.02,0.29%,7000,
17-08-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1890,1890,1890,1890,0,0.00%,-,
17-08-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,217.41,223.67,222.67,217.41,5.26,2.42%,-,
17-08-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,242.9,250.61,249.3,242.9,6.4,2.63%,-,
17-08-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1996.26,1996.26,1996.26,1973.23,23.03,1.17%,-,
17-08-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,4075.27,4075.27,4075.27,3975.42,99.85,2.51%,-,
17-08-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,187.46,187.46,187.46,182.96,4.5,2.46%,-,
17-08-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,2301.41,2301.41,2301.41,2245,56.41,2.51%,-,
17-08-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1810.43,1810.43,1810.43,1766.86,43.57,2.47%,-,
18-08-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.5,13.5,13.5,12.4,1.1,8.87%,1200,
18-08-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,415,415,415,415,0,0.00%,-,
18-08-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,82,82,82,82,0,0.00%,200,
18-08-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,300,300,300,300,0,0.00%,-,
18-08-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,19,19,19,19.9,-0.9,-4.52%,200,
18-08-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,131,131,131,135,-4,-2.96%,200,
18-08-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,35,35,35,34.5,0.5,1.45%,200,
18-08-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,10.1,10.35,10.15,10,0.15,1.50%,249100,
18-08-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,38.55,38.55,38.55,38.55,0,0.00%,-,
18-08-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,13.55,14,13.75,13.7,0.05,0.36%,661200,
18-08-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,64,65,64,64,0,0.00%,42200,
18-08-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,53.5,54.25,54,53,1,1.89%,3858700,
18-08-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.78,4,3.9,3.9,0,0.00%,62200,
18-08-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,22.65,22.8,22.8,22.8,0,0.00%,34800,
18-08-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,48.9,50.25,49.7,49.9,-0.2,-0.40%,540700,
18-08-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
18-08-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25.6,27,26.15,25.4,0.75,2.95%,75800,
18-08-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,92,93,92,94,-2,-2.13%,5100,
18-08-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,130,131.25,130.25,131,-0.75,-0.57%,296700,
18-08-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
18-08-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,0.95,1,1,0.93,0.07,7.53%,3200,
18-08-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,4.14,4.14,4.14,4.14,0,0.00%,-,
18-08-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
