DATE,CODE,NAME,WEBSITE LINK,  LAST 12 MONTHS Low , LAST 12 MONTHS High , DAY'S TRADING Low , DAY'S TRADING High , DAY'S TRADING VWAP Price , Previous DAY'S VWAP Price ,  Change  ,,Volume of Shares Traded, VWAP Adjusted Price for bonus issues and share splits 
09-10-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 30.00 , 30.00 , 30.00 , 27.75 , 2.25 ,8.11%,1400, - 
09-10-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 8.60 , 8.60 , 8.60 , 8.60 ,  -  ,-,3000,
09-10-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 11.20 , 11.70 , 11.55 , 11.10 , 0.45 ,4.05%,13900, - 
09-10-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 2.65 , 3.90 , 4.00 , 3.90 , 3.95 , (0.05),1.27%,95000, - 
09-10-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 385.00 , 452.00 , 452.00 , 452.00 , 473.00 , (21.00),4.44%,2000, - 
09-10-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 15.35 , 15.55 , 15.45 , 15.55 , (0.10),0.64%,10200, 3.86 
09-10-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 12.60 , 13.45 , 13.30 , 13.40 , (0.10),0.75%,2600, - 
09-10-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 21.00 , 21.00 , 21.00 , 21.00 ,  -  ,-,-,
09-10-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 26.00 , 25.50 , 27.00 , 26.00 , 27.25 , (1.25),4.59%,36000, - 
09-10-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.80 , 0.80 , 0.80 , 0.75 , 0.05 ,6.67%,356700, - 
09-10-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-,
09-10-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 2.50 , 2.50 , 2.50 , 2.50 ,  -  ,-,1800,
09-10-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 3.35 , 3.35 , 3.35 , 3.05 , 0.30 ,9.84%,100, - 
09-10-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 13.80 , 14.00 , 13.90 , 14.35 , (0.45),3.14%,110700, - 
09-10-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 53.00 , 75.25 , 81.50 , 81.50 , 81.50 , 81.50 ,  -  ,-,-,
09-10-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 600.00 , 600.00 , 600.00 , 600.00 ,  -  ,-,-,
09-10-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 10.75 , 11.00 , 10.95 , 10.85 , 0.10 ,0.92%,15700, - 
09-10-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 185.00 , 190.00 , 185.00 , 185.00 ,  -  ,-,69600,
09-10-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.60 , 3.40 , 3.40 , 3.40 , 3.40 ,  -  ,-,-,
09-10-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 14.00 , 14.00 , 14.00 , 14.00 ,  -  ,-,-,
09-10-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.55 , 0.60 , 0.55 , 0.55 ,  -  ,-,118400, - 
09-10-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 37.75 , 37.75 , 37.75 , 37.75 ,  -  ,-,-,
09-10-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 24.25 , 25.00 , 24.50 , 24.50 ,  -  ,-,3526500,
09-10-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 9.45 , 10.45 , 9.90 , 10.05 , (0.15),1.49%,3300, - 
09-10-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,805.00 "," 2,100.00 "," 1,175.00 "," 1,175.00 "," 1,175.00 "," 1,175.00 ",  -  ,-,-,
09-10-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 205.97 , 182.77 , 184.81 , 182.77 , 182.82 , (0.05),0.03%,-, - 
09-10-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 231.30 , 188.55 , 191.13 , 188.81 , 188.87 , (0.06),0.03%,-, - 
09-10-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,954.93 "," 2,842.26 "," 2,842.26 "," 2,842.26 "," 2,866.06 ", (23.80),0.83%,-, - 
09-10-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,788.02 "," 3,798.36 "," 3,798.36 "," 3,798.36 "," 3,795.31 ", 3.05 ,0.08%,-, - 
09-10-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 174.87 , 149.63 , 149.63 , 149.63 , 149.92 , (0.29),0.19%,-, - 
09-10-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,111.72 "," 1,732.18 "," 1,732.18 "," 1,732.18 "," 1,732.92 ", (0.74),0.04%,-, - 
09-10-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,686.64 "," 1,478.84 "," 1,478.84 "," 1,478.84 "," 1,481.67 ", (2.83),0.19%,-, - 
11-10-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 18.00 , 18.00 , 18.00 , 18.00 ,  -  ,-,600,
11-10-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 325.00 , 405.00 , 310.00 , 310.00 , 310.00 , 310.00 ,  -  ,-,-,
11-10-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 94.50 , 81.00 , 81.00 , 81.00 , 81.00 ,  -  ,-,-,
11-10-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 300.00 , 400.00 , 540.00 , 540.00 , 540.00 , 549.00 , (9.00),1.64%,100, - 
11-10-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 20.50 , 20.50 , 20.50 , 20.50 ,  -  ,-,-,
11-10-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 140.00 , 140.00 , 140.00 , 139.00 , 1.00 ,0.72%,500, - 
11-10-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 28.75 , 18.95 , 18.95 , 18.95 , 18.95 ,  -  ,-,-,
11-10-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 10.00 , 10.60 , 10.00 , 10.50 , (0.50),4.76%,2109300, - 
11-10-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 15.30 , 15.60 , 15.50 , 15.40 , 0.10 ,0.65%,54300, - 
11-10-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 166.00 , 166.00 , 166.00 , 166.00 ,  -  ,-,12700,
11-10-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 39.00 , 41.00 , 39.50 , 40.75 , (1.25),3.07%,973300, - 
11-10-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 6.00 , 6.25 , 6.10 , 6.14 , (0.04),0.65%,59600, - 
11-10-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 95.00 , 95.00 , 95.00 , 95.00 ,  -  ,-,-, 23.75 
11-10-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 37.00 , 39.25 , 38.00 , 38.50 , (0.50),1.30%,3988100, - 
11-10-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.20 , 5.25 , 5.20 , 5.15 , 0.05 ,0.97%,10800, - 
11-10-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 24.50 , 24.50 , 24.50 , 24.50 ,  -  ,-,800, 22.27 
11-10-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 90.00 , 90.00 , 90.00 , 90.00 ,  -  ,-,-,
11-10-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 186.00 , 188.00 , 186.25 , 186.75 , (0.50),0.27%,2100, - 
11-10-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 ,  -  ,-,95900, - 
11-10-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 1.10 , 1.15 , 1.10 , 1.05 , 0.05 ,4.76%,2900, - 
11-10-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 4.80 , 4.80 , 4.80 , 4.80 ,  -  ,-,-,
11-10-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 10.80 , 11.20 , 10.85 , 11.30 , (0.45),3.98%,49900, - 
11-10-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 5.00 , 5.20 , 5.10 , 4.95 , 0.15 ,3.03%,900, - 
11-10-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 1.45 , 1.50 , 1.45 , 1.40 , 0.05 ,3.57%,13700, - 
11-10-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 69.50 , 72.00 , 71.00 , 70.00 , 1.00 ,1.43%,34200, - 
11-10-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.62 , 2.25 , 2.30 , 2.25 , 2.30 , (0.05),2.17%,13400, - 
11-10-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.50 , 27.50 , 27.50 , 27.50 , 27.50 ,  -  ,-,200,
11-10-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 12.55 , 18.00 , 23.00 , 23.00 , 23.00 , 23.00 ,  -  ,-,1200,
11-10-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 0.80 , 0.80 , 0.80 , 0.75 , 0.05 ,6.67%,145100, - 
11-10-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 21.50 , 13.00 , 15.00 , 13.15 , 14.25 , (1.10),7.72%,1800, - 
11-10-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 ,  -  ,-,-, - 
11-10-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 150.00 , 150.00 , 150.00 , 146.00 , 4.00 ,2.74%,100, - 
11-10-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 26.30 , 49.00 , 85.50 , 85.50 , 85.50 , 85.50 ,  -  ,-,-,
11-10-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 2.70 , 2.85 , 2.80 , 2.80 ,  -  ,-,22000,
11-10-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 19.20 , 19.20 , 19.20 , 20.00 , (0.80),4.00%,100, - 
11-10-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 14.80 , 15.00 , 14.80 , 15.00 , (0.20),1.33%,139900, - 
11-10-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.80 , 6.90 , 6.85 , 6.80 , 0.05 ,0.74%,203800, - 
11-10-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-,
11-10-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-,
11-10-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 4.40 , 4.60 , 4.45 , 4.45 ,  -  ,-,847000,
11-10-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 28.00 , 28.00 , 28.00 , 30.00 , (2.00),6.67%,2000, - 
11-10-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 7.75 , 9.40 , 8.05 , 8.60 , (0.55),6.40%,5700, - 
11-10-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 11.05 , 12.00 , 11.75 , 11.55 , 0.20 ,1.73%,132600, - 
11-10-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 3.80 , 4.00 , 3.90 , 3.90 ,  -  ,-,136700,
11-10-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 452.00 , 452.00 , 452.00 , 452.00 ,  -  ,-,-,
11-10-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 15.35 , 15.60 , 15.40 , 15.45 , (0.05),0.32%,12400, 3.85 
11-10-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 13.45 , 13.45 , 13.45 , 13.30 , 0.15 ,1.13%,100, - 
11-10-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 23.00 , 23.00 , 23.00 , 21.00 , 2.00 ,9.52%,100, - 
11-10-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 25.00 , 26.00 , 26.50 , 26.00 , 26.00 ,  -  ,-,70100,
11-10-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.80 , 0.85 , 0.80 , 0.80 ,  -  ,-,309100,
11-10-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-,
11-10-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 2.25 , 2.75 , 2.25 , 2.50 , (0.25),10.00%,10100, - 
11-10-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 3.40 , 3.45 , 3.40 , 3.35 , 0.05 ,1.49%,2100, - 
11-10-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 13.90 , 14.00 , 14.00 , 13.90 , 0.10 ,0.72%,45600, - 
11-10-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 81.50 , 81.50 , 81.50 , 81.50 ,  -  ,-,100,
11-10-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 600.00 , 600.00 , 600.00 , 600.00 ,  -  ,-,100,
11-10-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 10.90 , 11.00 , 10.95 , 10.95 ,  -  ,-,500,
11-10-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 185.00 , 186.00 , 185.00 , 185.00 ,  -  ,-,91200,
11-10-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.60 , 3.10 , 3.40 , 3.10 , 3.40 , (0.30),8.82%,2200, - 
11-10-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 14.00 , 14.00 , 14.00 , 14.00 ,  -  ,-,-,
11-10-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.55 , 0.60 , 0.55 , 0.55 ,  -  ,-,78400, - 
11-10-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 40.00 , 40.00 , 40.00 , 37.75 , 2.25 ,5.96%,100, - 
11-10-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 23.50 , 25.00 , 24.00 , 24.50 , (0.50),2.04%,7960800, - 
11-10-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 9.90 , 10.50 , 10.00 , 9.90 , 0.10 ,1.01%,1200, - 
11-10-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,835.00 "," 2,100.00 "," 1,175.00 "," 1,175.00 "," 1,175.00 "," 1,175.00 ",  -  ,-,-,
11-10-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 213.26 , 178.81 , 183.58 , 180.16 , 182.77 , (2.61),1.43%,-, - 
11-10-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 235.67 , 184.75 , 189.44 , 186.35 , 188.81 , (2.46),1.30%,-, - 
11-10-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,951.41 "," 2,825.11 "," 2,825.11 "," 2,825.11 "," 2,842.26 ", (17.15),0.60%,-, - 
11-10-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,866.74 "," 3,751.67 "," 3,751.67 "," 3,751.67 "," 3,798.36 ", (46.69),1.23%,-, - 
11-10-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 175.64 , 147.63 , 147.63 , 147.63 , 149.63 , (2.00),1.34%,-, - 
11-10-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,182.08 "," 1,710.37 "," 1,710.37 "," 1,710.37 "," 1,732.18 ", (21.81),1.26%,-, - 
11-10-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,459.50 "," 1,459.50 "," 1,459.50 "," 1,478.84 ", (19.34),1.31%,-, - 
12-10-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 18.00 , 18.00 , 18.00 , 18.00 ,  -  ,-,-,
12-10-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 325.00 , 405.00 , 310.00 , 310.00 , 310.00 , 310.00 ,  -  ,-,2000,
12-10-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 94.50 , 78.00 , 78.00 , 78.00 , 81.00 , (3.00),3.70%,300, - 
12-10-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 320.00 , 400.00 , 540.00 , 540.00 , 540.00 , 540.00 ,  -  ,-,-,
12-10-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 19.00 , 20.50 , 19.60 , 20.50 , (0.90),4.39%,2700, - 
12-10-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 139.00 , 139.00 , 139.00 , 140.00 , (1.00),0.71%,1200, - 
12-10-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 27.95 , 18.95 , 18.95 , 18.95 , 18.95 ,  -  ,-,-,
12-10-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 10.15 , 10.65 , 10.35 , 10.00 , 0.35 ,3.50%,67800, - 
12-10-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 15.30 , 15.50 , 15.35 , 15.50 , (0.15),0.97%,98300, - 
12-10-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 165.00 , 166.00 , 165.00 , 166.00 , (1.00),0.60%,6100, - 
12-10-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 47.00 , 38.00 , 40.00 , 38.00 , 39.50 , (1.50),3.80%,1994700, - 
12-10-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 6.00 , 6.20 , 6.16 , 6.10 , 0.06 ,0.98%,8700, - 
12-10-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 95.00 , 95.00 , 95.00 , 95.00 ,  -  ,-,-, 23.75 
12-10-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 44.35 , 35.75 , 38.00 , 36.75 , 38.00 , (1.25),3.29%,1591000, - 
12-10-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.15 , 5.30 , 5.20 , 5.20 ,  -  ,-,11800,
12-10-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 28.00 , 24.25 , 26.25 , 24.75 , 24.50 , 0.25 ,1.02%,49100, 22.50 
12-10-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 91.00 , 91.00 , 91.00 , 90.00 , 1.00 ,1.11%,200, - 
12-10-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 186.00 , 200.00 , 186.50 , 186.25 , 0.25 ,0.13%,4600, - 
12-10-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 ,  -  ,-,57700,
12-10-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 1.10 , 1.15 , 1.10 , 1.10 ,  -  ,-,800,
12-10-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 6.00 , 4.80 , 4.80 , 4.80 , 4.80 ,  -  ,-,-,
12-10-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.28 , 3.96 , 10.90 , 11.50 , 11.00 , 10.85 , 0.15 ,1.38%,53200, - 
12-10-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 5.00 , 5.25 , 5.20 , 5.10 , 0.10 ,1.96%,11600, - 
12-10-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 12.30 , 1.35 , 1.45 , 1.40 , 1.45 , (0.05),3.45%,15400, - 
12-10-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 69.00 , 70.00 , 69.50 , 71.00 , (1.50),2.11%,86800, - 
12-10-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.62 , 2.25 , 2.25 , 2.25 , 2.25 ,  -  ,-,-,
12-10-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.50 , 27.50 , 27.50 , 27.50 , 27.50 ,  -  ,-,-,
12-10-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 11.70 , 18.00 , 23.00 , 23.00 , 23.00 , 23.00 ,  -  ,-,200,
12-10-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 0.80 , 0.85 , 0.80 , 0.80 ,  -  ,-,134800,
12-10-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 5.04 , 25.00 , 12.50 , 13.25 , 13.00 , 13.15 , (0.15),1.14%,2600, - 
12-10-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 ,  -  ,-,-,
12-10-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 150.00 , 150.00 , 150.00 , 150.00 ,  -  ,-,-,
12-10-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 35.90 , 49.00 , 85.50 , 85.50 , 85.50 , 85.50 ,  -  ,-,-,
12-10-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 2.80 , 3.00 , 2.95 , 2.80 , 0.15 ,5.36%,120000, - 
12-10-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 19.20 , 19.20 , 19.20 , 19.20 ,  -  ,-,-,
12-10-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 14.00 , 14.40 , 14.25 , 14.80 , (0.55),3.72%,3500, - 
12-10-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.85 , 7.00 , 6.85 , 6.85 ,  -  ,-,471700,
