DATE,CODE,NAME,WEBSITE LINK,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
18-06-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,35,36,35,36.5,-1.5,-4.11%,1056300,
18-06-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,38.2,38.2,38.2,39.95,-1.75,-4.38%,200,
18-06-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.27,1.29,1.28,1.29,-0.01,-0.78%,59800,
18-06-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8.04,8.04,8.04,8.04,0,0.00%,-,
18-06-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,3.98,4.16,4.01,4.02,-0.01,-0.25%,32900,
18-06-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,4.53,4.53,4.53,4.53,0,0.00%,-,
18-06-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
18-06-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.36,1.39,1.36,1.38,-0.02,-1.45%,1091400,
18-06-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,25.65,26.2,25.8,26.3,-0.5,-1.90%,7500,
18-06-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,5.92,5.92,5.92,6.2,-0.28,-4.52%,500,
18-06-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.3,7.4,7.32,7.14,0.18,2.52%,600,
18-06-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.1,2.15,2.12,2.11,0.01,0.47%,21200,
18-06-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,305,310,309.5,305,4.5,1.48%,1300,
18-06-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.39,2.45,2.42,2.39,0.03,1.26%,109000,
18-06-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7.04,7.42,7.24,6.9,0.34,4.93%,400,
18-06-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,9.7,10,9.74,10,-0.26,-2.60%,2300,
18-06-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,15.5,15.8,15.5,15.55,-0.05,-0.32%,160700,
18-06-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.4,0.43,0.41,0.42,-0.01,-2.38%,6700,
18-06-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
18-06-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,1.99,1.99,1.99,1.99,0,0.00%,-,
18-06-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.51,1.51,1.51,1.5,0.01,0.67%,700,
18-06-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.02,8.6,8.26,8.32,-0.06,-0.72%,7800,
18-06-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,61.5,61.5,61.5,61.5,0,0.00%,1500,
18-06-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,450,463.5,450.5,450.25,0.25,0.06%,2300,
18-06-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,11.5,11.5,11.5,11.2,0.3,2.68%,500,
18-06-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,177,193,189,193.75,-4.75,-2.45%,108400,
18-06-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.28,1.28,1.28,1.4,-0.12,-8.57%,200,
18-06-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
18-06-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,26.1,26.1,26.1,26.1,0,0.00%,-,
18-06-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,41.05,41.95,41.25,41.6,-0.35,-0.84%,12133300,
18-06-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.1,6.18,6.12,6.1,0.02,0.33%,5300,
18-06-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1890,1890,1890,1890,0,0.00%,-,
18-06-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,200.76,203.77,202.32,203.31,-0.99,-0.49%,-,
18-06-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,226.81,230.31,227.86,229.38,-1.52,-0.66%,-,
18-06-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1901.21,1901.21,1901.21,1908.57,-7.36,-0.39%,-,
18-06-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3747.26,3747.26,3747.26,3766.2,-18.94,-0.50%,-,
18-06-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,172.38,172.38,172.38,173.48,-1.1,-0.63%,-,
18-06-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,2092.96,2092.96,2092.96,2103.47,-10.51,-0.50%,-,
18-06-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1671.65,1671.65,1671.65,1680.04,-8.39,-0.50%,-,
21-06-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,11.5,11.5,11.5,11.5,0,0.00%,-,
21-06-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,380,380,380,380,0,0.00%,-,
21-06-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,80,80,80,82.25,-2.25,-2.74%,300,
21-06-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,340,340,340,340,0,0.00%,-,
21-06-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,18.5,18.6,18.6,17.1,1.5,8.77%,600,
21-06-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,133,135,134,135.25,-1.25,-0.92%,200,
21-06-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,26,26,26,25.45,0.55,2.16%,100,
21-06-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,10.1,10.25,10.2,10.1,0.1,0.99%,274500,
21-06-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,26.75,26.75,26.75,26.75,0,0.00%,-,
21-06-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,11.9,12.3,12.1,12.25,-0.15,-1.22%,289900,
21-06-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,59,60,59,59,0,0.00%,29800,
21-06-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,43.75,45.5,45.15,44.75,0.4,0.89%,991700,
21-06-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.62,3.7,3.65,3.63,0.02,0.55%,7000,
21-06-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,21,21.85,21.45,21.8,-0.35,-1.61%,171900,
21-06-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,42.4,43.3,43,42.55,0.45,1.06%,2222800,
21-06-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
21-06-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25.05,25.75,25.45,25.6,-0.15,-0.59%,5100,
21-06-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,80,80,80,80,0,0.00%,-,
21-06-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,129.5,130,129.75,130,-0.25,-0.19%,88200,
21-06-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
21-06-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,0.99,0.99,0.99,1.01,-0.02,-1.98%,700,
21-06-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,4.1,4.1,4.1,4.1,0,0.00%,-,
21-06-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
21-06-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.1,4.19,4.12,4.13,-0.01,-0.24%,1200,
21-06-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,6.8,7,6.9,6.8,0.1,1.47%,56600,
21-06-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,22.95,23.6,23.1,23.1,0,0.00%,456400,
21-06-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.51,3.51,3.51,3.5,0.01,0.29%,1300,
21-06-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,18,18,18,18,0,0.00%,300,
21-06-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,14,14,14,14,0,0.00%,-,
21-06-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.27,0.28,0.28,0.27,0.01,3.70%,159600,
21-06-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,5.32,5.5,5.4,5.36,0.04,0.75%,43700,
21-06-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
21-06-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,35,36.5,35.05,35,0.05,0.14%,120000,
21-06-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,38.2,38.2,38.2,38.2,0,0.00%,-,
21-06-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.28,1.29,1.28,1.28,0,0.00%,126700,
21-06-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8.04,8.04,8.04,8.04,0,0.00%,-,
21-06-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,3.96,4.15,4.01,4.01,0,0.00%,421900,
21-06-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,4.53,4.53,4.53,4.53,0,0.00%,-,
21-06-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
21-06-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.34,1.37,1.35,1.36,-0.01,-0.74%,258900,
21-06-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,26.2,26.2,26.2,25.8,0.4,1.55%,1000,
21-06-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,5.9,5.9,5.9,5.92,-0.02,-0.34%,5200,
21-06-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.12,7.48,7.38,7.32,0.06,0.82%,15100,
21-06-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.1,2.16,2.14,2.12,0.02,0.94%,148200,
21-06-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,305,305,305,309.5,-4.5,-1.45%,12600,
21-06-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.42,2.47,2.45,2.42,0.03,1.24%,381700,
21-06-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7.92,7.94,7.92,7.24,0.68,9.39%,12900,
21-06-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,10,10,10,9.74,0.26,2.67%,1700,
21-06-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,15,15.5,15.35,15.5,-0.15,-0.97%,22800,
21-06-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.39,0.43,0.42,0.41,0.01,2.44%,33200,
21-06-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
21-06-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,1.99,1.99,1.99,1.99,0,0.00%,-,
21-06-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.5,1.55,1.5,1.51,-0.01,-0.66%,17800,
21-06-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.1,8.26,8.2,8.26,-0.06,-0.73%,5500,
21-06-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,61.5,61.5,61.5,61.5,0,0.00%,-,
21-06-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,440,450,448.5,450.5,-2,-0.44%,2600,
21-06-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,10.95,11.65,11.4,11.5,-0.1,-0.87%,4300,
21-06-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,185,191,190,189,1,0.53%,168700,
21-06-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.4,1.4,1.4,1.28,0.12,9.37%,26600,
21-06-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
21-06-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,26.1,26.1,26.1,26.1,0,0.00%,-,
21-06-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,41,41.4,41.3,41.25,0.05,0.12%,2453100,
21-06-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.16,6.2,6.18,6.12,0.06,0.98%,5800,
21-06-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1890,1890,1890,1890,0,0.00%,-,
21-06-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,201.43,203.61,203.14,202.32,0.82,0.41%,-,
21-06-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,226.92,228.98,228.51,227.86,0.65,0.29%,-,
21-06-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1902.75,1902.75,1902.75,1901.21,1.54,0.08%,-,
21-06-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3755.62,3755.62,3755.62,3747.26,8.36,0.22%,-,
21-06-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,172.7,172.7,172.7,172.38,0.32,0.19%,-,
21-06-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,2100.71,2100.71,2100.71,2092.96,7.75,0.37%,-,
21-06-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1677.84,1677.84,1677.84,1671.65,6.19,0.37%,-,
22-06-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,12,12.5,12.1,11.5,0.6,5.22%,500,
22-06-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,405,405,405,380,25,6.58%,200,
22-06-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,80,80,80,80,0,0.00%,-,
22-06-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,340,340,340,340,0,0.00%,-,
22-06-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,18,18.7,18.65,18.6,0.05,0.27%,5700,
22-06-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,134,134,134,134,0,0.00%,-,
22-06-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,26,26,26,26,0,0.00%,-,
22-06-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,10,10.25,10.15,10.2,-0.05,-0.49%,243700,
22-06-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,26.5,26.75,26.75,26.75,0,0.00%,60400,
22-06-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,12,12.3,12.3,12.1,0.2,1.65%,5465100,
22-06-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,59,59,59,59,0,0.00%,5100,
22-06-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,45.15,45.65,45.55,45.15,0.4,0.89%,5975800,
22-06-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.62,3.68,3.67,3.65,0.02,0.55%,3400,
22-06-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,21.45,21.5,21.5,21.45,0.05,0.23%,11400,
22-06-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,43,44,43.25,43,0.25,0.58%,3252900,
22-06-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
22-06-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25.25,25.5,25.45,25.45,0,0.00%,686200,
22-06-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,81,83.5,83.25,80,3.25,4.06%,2900,
22-06-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,129.25,129.75,129.5,129.75,-0.25,-0.19%,17200,
22-06-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
22-06-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,0.95,0.99,0.98,0.99,-0.01,-1.01%,3800,
22-06-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,4,4.1,4.02,4.1,-0.08,-1.95%,12200,
22-06-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
22-06-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.19,4.2,4.2,4.12,0.08,1.94%,11500,
22-06-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,6.8,7.1,6.86,6.9,-0.04,-0.58%,18300,
22-06-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,23,23.3,23.05,23.1,-0.05,-0.22%,138000,
22-06-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.51,3.51,3.51,3.51,0,0.00%,-,
22-06-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,18,18,18,18,0,0.00%,500,
22-06-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,14,14,14,14,0,0.00%,-,
22-06-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.27,0.28,0.28,0.28,0,0.00%,32000,
22-06-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,5.3,5.5,5.38,5.4,-0.02,-0.37%,31300,
22-06-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
22-06-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,35,36.35,35.3,35.05,0.25,0.71%,14000,
22-06-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,40,40,40,38.2,1.8,4.71%,600,
22-06-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.29,1.35,1.32,1.28,0.04,3.13%,44500,
22-06-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8.04,8.04,8.04,8.04,0,0.00%,-,
22-06-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,3.9,4,3.96,4.01,-0.05,-1.25%,434700,
22-06-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,4.53,4.53,4.53,4.53,0,0.00%,-,
22-06-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
22-06-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.31,1.36,1.33,1.35,-0.02,-1.48%,537200,
22-06-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,25,26.2,25.7,26.2,-0.5,-1.91%,18200,
22-06-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,5.88,6.1,6.02,5.9,0.12,2.03%,500,
22-06-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.3,7.48,7.3,7.38,-0.08,-1.08%,10400,
22-06-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.1,2.15,2.11,2.14,-0.03,-1.40%,50500,
22-06-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,310,325,320.25,305,15.25,5.00%,800,
22-06-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.4,2.45,2.4,2.45,-0.05,-2.04%,415700,
22-06-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7.9,7.92,7.9,7.92,-0.02,-0.25%,6200,
22-06-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,9.74,10.5,10.05,10,0.05,0.50%,1700,
22-06-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,15.2,15.75,15.4,15.35,0.05,0.33%,250900,
22-06-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.39,0.41,0.39,0.42,-0.03,-7.14%,61000,
22-06-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
22-06-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,1.9,1.9,1.9,1.99,-0.09,-4.52%,400,
22-06-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.5,1.5,1.5,1.5,0,0.00%,700,
22-06-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8,8.2,8.04,8.2,-0.16,-1.95%,41100,
22-06-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,61.5,61.5,61.5,61.5,0,0.00%,-,
22-06-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,430,450,437.5,448.5,-11,-2.45%,13200,
22-06-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,11.25,11.35,11.35,11.4,-0.05,-0.44%,54600,
22-06-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,185.25,189.75,189,190,-1,-0.53%,598700,
22-06-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.39,1.39,1.39,1.4,-0.01,-0.71%,6900,
22-06-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
22-06-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,27.2,27.2,27.2,26.1,1.1,4.21%,500,
22-06-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,41.05,41.5,41.3,41.3,0,0.00%,18738600,
22-06-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6,6.1,6.08,6.18,-0.1,-1.62%,9200,
22-06-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1890,1890,1890,1890,0,0.00%,-,
22-06-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,202.93,204.01,203.42,203.14,0.28,0.14%,-,
22-06-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,228,229.42,228.87,228.51,0.36,0.16%,-,
22-06-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1898.91,1898.91,1898.91,1902.75,-3.84,-0.20%,-,
22-06-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3768.13,3768.13,3768.13,3755.62,12.51,0.33%,-,
22-06-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,172.94,172.94,172.94,172.7,0.24,0.14%,-,
22-06-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,2104.29,2104.29,2104.29,2100.71,3.58,0.17%,-,
22-06-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1680.7,1680.7,1680.7,1677.84,2.86,0.17%,-,
23-06-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,11.5,12,11.7,12.1,-0.4,-3.31%,400,
23-06-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,405,405,405,405,0,0.00%,-,
23-06-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,80,80,80,80,0,0.00%,-,
23-06-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,320,320,320,340,-20,-5.88%,100,
23-06-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,18.65,18.65,18.65,18.65,0,0.00%,100,
23-06-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,134,134,134,134,0,0.00%,-,
23-06-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,25.45,25.45,25.45,26,-0.55,-2.12%,200,
23-06-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,9.8,10.2,10.1,10.15,-0.05,-0.49%,439000,
23-06-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,26.75,26.75,26.75,26.75,0,0.00%,-,
